state;statenum;trend;treated;treated_post;lncase;afdcben;unemp;empratio;mon_d2;mon_d3;mon_d4;caseload;popn;empratio_raw;south;control;T0
CO;6;76;0;0;-4.466582775;4.480000019;7;-0.735848427;0;0;0;42445;3586755;0.479098797;0;1;117
CO;6;77;0;0;-4.462941647;4.480000019;6.599999905;-0.738355756;0;0;0;42753;3594552;0.477899045;0;1;117
CO;6;78;0;0;-4.454966545;4.480000019;6.099999905;-0.731292546;0;0;0;43250;3602349;0.481286526;0;1;117
CO;6;79;0;0;-4.457180977;4.480000019;5.199999809;-0.722727954;1;0;0;43309;3610147;0.485426217;0;1;117
CO;6;80;0;0;-4.478712559;4.480000019;5.400000095;-0.71548301;1;0;0;42538;3617944;0.488955885;0;1;117
CO;6;81;0;0;-4.486020088;4.480000019;5.699999809;-0.694048107;1;0;0;42379;3625741;0.499549747;0;1;117
CO;6;82;0;0;-4.478570461;4.480000019;5;-0.682553291;0;1;0;42848;3633538;0.505325139;0;1;117
CO;6;83;0;0;-4.495015144;4.480000019;4.699999809;-0.678355694;0;1;0;42299;3641335;0.5074507;0;1;117
CO;6;84;0;0;-4.508537292;4.480000019;4.199999809;-0.68070519;0;1;0;41879;3649132;0.506259859;0;1;117
CO;6;85;0;0;-4.508141518;4.409999847;4.5;-0.679967284;0;0;1;42044;3656929;0.50663358;0;1;117
CO;6;86;0;0;-4.534073353;4.409999847;4.599999905;-0.680633783;0;0;1;41094;3663983;0.506296039;0;1;117
CO;6;87;0;0;-4.47453928;4.409999847;4.5;-0.680653334;0;0;1;43749;3671037;0.506286085;0;1;117
CO;6;88;0;0;-4.527590752;4.409999847;5.300000191;-0.703268409;0;0;0;41616;3678091;0.494964927;0;1;117
CO;6;89;0;0;-4.531878948;4.409999847;5.199999809;-0.701020956;0;0;0;41565;3685144;0.496078581;0;1;117
CO;6;90;0;0;-4.511726379;4.409999847;4.900000095;-0.693891168;0;0;0;42541;3692198;0.499628127;0;1;117
CO;6;91;0;0;-4.538904667;4.409999847;4.099999905;-0.683686912;1;0;0;41527;3699252;0.504752576;0;1;117
CO;6;92;0;0;-4.539618969;4.409999847;4.199999809;-0.674504399;1;0;0;41624;3706306;0.509408832;0;1;117
CO;6;93;0;0;-4.548588753;4.409999847;4.599999905;-0.654712498;1;0;0;41378;3713360;0.519591451;0;1;117
CO;6;94;0;0;-4.560828209;4.409999847;4.099999905;-0.645773292;0;1;0;40999;3720414;0.524257004;0;1;117
CO;6;95;0;0;-4.57145071;4.409999847;3.900000095;-0.637909114;0;1;0;40689;3727467;0.52839607;0;1;117
CO;6;96;0;0;-4.578048706;4.409999847;3.599999905;-0.635974288;0;1;0;40544;3734521;0.529419422;0;1;117
CO;6;97;0;0;-4.59680748;6.550000191;3.599999905;-0.637643874;0;0;1;39911;3741575;0.52853626;0;1;117
CO;6;98;0;0;-4.617958546;6.550000191;3.599999905;-0.640254736;0;0;1;39171;3747792;0.527158141;0;1;117
CO;6;99;0;0;-4.593365192;6.550000191;3.599999905;-0.641707718;0;0;1;40244;3754009;0.526392698;0;1;117
CO;6;100;0;0;-4.624248981;6.550000191;4.400000095;-0.666449368;0;0;0;39115;3760226;0.513528705;0;1;117
CO;6;101;0;0;-4.624323845;6.550000191;4.300000191;-0.66259861;0;0;0;39207;3766443;0.515509963;0;1;117
CO;6;102;0;0;-4.621176243;6.550000191;4.099999905;-0.655616283;0;0;0;39426;3772660;0.519122064;0;1;117
CO;6;103;0;0;-4.640993118;6.550000191;3.900000095;-0.654043555;1;0;0;38746;3778877;0.519939125;0;1;117
CO;6;104;0;0;-4.661192417;6.550000191;4.300000191;-0.647760749;1;0;0;38063;3785094;0.523216069;0;1;117
CO;6;105;0;0;-4.675843239;6.550000191;4.800000191;-0.62893784;1;0;0;37600;3791311;0.533157766;0;1;117
CO;6;106;0;0;-4.678251266;6.550000191;4.300000191;-0.62451762;0;1;0;37600;3797528;0.53551966;0;1;117
CO;6;107;0;0;-4.694772243;6.550000191;4.300000191;-0.621028006;0;1;0;37073;3803745;0.537391722;0;1;117
CO;6;108;0;0;-4.711901188;6.550000191;4;-0.622690976;0;1;0;36531;3809962;0.536498785;0;1;117
CO;6;109;0;0;-4.711184978;7.21999979;4;-0.628348529;0;0;1;36645;3816179;0.533472121;0;1;117
CO;6;110;0;0;-4.733323574;7.21999979;4.099999905;-0.633639634;0;0;1;35920;3822551;0.530656874;0;1;117
CO;6;111;0;0;-4.725502968;7.21999979;3.900000095;-0.641212285;0;0;1;36280;3828923;0.526653588;0;1;117
CO;6;112;0;0;-4.744861603;7.21999979;4.699999809;-0.669601798;0;0;0;35661;3835295;0.511912405;0;1;117
CO;6;113;0;0;-4.736102581;7.21999979;4.599999905;-0.671058118;0;0;0;36052;3841667;0.511167407;0;1;117
CO;6;114;0;0;-4.727788448;7.21999979;4.599999905;-0.667690694;0;0;0;36431;3848039;0.51289165;0;1;117
CO;6;115;0;0;-4.741497517;7.21999979;4;-0.668150425;1;0;0;36012;3854412;0.512655914;0;1;117
CO;6;116;0;0;-4.761424541;7.21999979;4.5;-0.662185013;1;0;0;35377;3860784;0.515723228;0;1;117
CO;6;117;0;0;-4.780435085;7.21999979;5.199999809;-0.643700123;1;0;0;34785;3867156;0.525344968;0;1;117
CT;7;1;1;0;-4.418712616;6.300000191;3.5;-0.655114174;0;0;1;39129;3247291;0.519382775;0;0;95
CT;7;2;1;0;-4.416903496;6.300000191;3.299999952;-0.656603336;0;0;1;39224;3249346;0.518609881;0;0;95
CT;7;3;1;0;-4.431176662;6.300000191;3.400000095;-0.663460314;0;0;1;38692;3251401;0.515065968;0;0;95
CT;7;4;1;0;-4.425942898;6.300000191;3.900000095;-0.67791003;0;0;0;38919;3253457;0.507676899;0;0;95
CT;7;5;1;0;-4.428872585;6.300000191;3.900000095;-0.680730104;0;0;0;38829;3255512;0.506247222;0;0;95
CT;7;6;1;0;-4.419239521;6.300000191;3.299999952;-0.661870778;0;0;0;39229;3257567;0.515885293;0;0;95
CT;7;7;1;0;-4.41998148;6.300000191;2.900000095;-0.657108188;1;0;0;39224;3259622;0.518348157;0;0;95
CT;7;8;1;0;-4.433140278;6.300000191;3.200000048;-0.650242388;1;0;0;38735;3261677;0.52191925;0;0;95
CT;7;9;1;0;-4.443144321;6.300000191;3.5;-0.631875992;1;0;0;38373;3263732;0.531593561;0;0;95
CT;7;10;1;0;-4.454974174;6.300000191;3.599999905;-0.624949872;0;1;0;37945;3265788;0.535288274;0;0;95
CT;7;11;1;0;-4.457169056;6.300000191;3.299999952;-0.634160161;0;1;0;37885;3267843;0.530380726;0;0;95
CT;7;12;1;0;-4.461564064;6.300000191;3.099999905;-0.660602629;0;1;0;37742;3269898;0.516539991;0;0;95
CT;7;13;1;0;-4.465971947;6.289999962;3.099999905;-0.655317783;0;0;1;37599;3271953;0.519277036;0;0;95
CT;7;14;1;0;-4.468516827;6.289999962;2.900000095;-0.662221253;0;0;1;37500;3272907;0.515704513;0;0;95
CT;7;15;1;0;-4.47901392;6.289999962;2.799999952;-0.66988045;0;0;1;37105;3273861;0.511769772;0;0;95
CT;7;16;1;0;-4.477414131;6.289999962;3.599999905;-0.686136305;0;0;0;37161;3274816;0.503517747;0;0;95
CT;7;17;1;0;-4.474552631;6.289999962;3.299999952;-0.686891019;0;0;0;37264;3275770;0.503137887;0;0;95
CT;7;18;1;0;-4.462668419;6.289999962;2.799999952;-0.669108629;0;0;0;37706;3276724;0.512164891;0;0;95
CT;7;19;1;0;-4.463477612;6.289999962;2.400000095;-0.670823693;1;0;0;37672;3277678;0.511287272;0;0;95
CT;7;20;1;0;-4.469348431;6.289999962;2.799999952;-0.662991285;1;0;0;37448;3278632;0.515307605;0;0;95
CT;7;21;1;0;-4.461726189;6.289999962;3.099999905;-0.645691812;1;0;0;37731;3279586;0.524299741;0;0;95
CT;7;22;1;0;-4.47440958;6.289999962;3.299999952;-0.634491682;0;1;0;37252;3280541;0.530204952;0;0;95
CT;7;23;1;0;-4.47474432;6.289999962;3.099999905;-0.642499447;0;1;0;37236;3281495;0.525976121;0;0;95
CT;7;24;1;0;-4.46462965;6.289999962;2.799999952;-0.666343033;0;1;0;37611;3282449;0.513583302;0;0;95
CT;7;25;1;0;-4.468904972;6.230000019;2.900000095;-0.663696349;0;0;1;37447;3283403;0.514944375;0;0;95
CT;7;26;1;0;-4.46200037;6.230000019;2.799999952;-0.668649077;0;0;1;37694;3283862;0.512400329;0;0;95
CT;7;27;1;0;-4.451928616;6.230000019;2.900000095;-0.67557013;0;0;1;38063;3284321;0.508866191;0;0;95
CT;7;28;1;0;-4.45457077;6.230000019;3.599999905;-0.689376891;0;0;0;37950;3284780;0.501888692;0;0;95
CT;7;29;1;0;-4.452843666;6.230000019;3.599999905;-0.687464237;0;0;0;38003;3285239;0.502849579;0;0;95
CT;7;30;1;0;-4.440792561;6.230000019;3.099999905;-0.669962466;0;0;0;38451;3285698;0.51172781;0;0;95
CT;7;31;1;0;-4.433438778;6.230000019;2.900000095;-0.670467973;1;0;0;38722;3286157;0.511469185;0;0;95
CT;7;32;1;0;-4.445083141;6.230000019;3.400000095;-0.661470056;1;0;0;38261;3286615;0.516092062;0;0;95
CT;7;33;1;0;-4.435748577;6.230000019;3.700000048;-0.642359734;1;0;0;38607;3287074;0.526049614;0;0;95
CT;7;34;1;0;-4.457175255;6.230000019;4;-0.633167446;0;1;0;37776;3287533;0.530907512;0;0;95
CT;7;35;1;0;-4.409209251;6.230000019;3.799999952;-0.638785601;0;1;0;39619;3287992;0.52793318;0;0;95
CT;7;36;1;0;-4.42109108;6.230000019;3.599999905;-0.660871923;0;1;0;39138;3288451;0.516400874;0;0;95
CT;7;37;1;0;-4.417874336;6.289999962;3.799999952;-0.656898439;0;0;1;39251;3288910;0.518456876;0;0;95
CT;7;38;1;0;-4.310887337;6.289999962;3.799999952;-0.660281062;0;0;1;43644;3288862;0.516706109;0;0;95
CT;7;39;1;0;-4.343564034;6.289999962;4.099999905;-0.66461134;0;0;1;42203;3288813;0.514473438;0;0;95
CT;7;40;1;0;-4.368539333;6.289999962;5.199999809;-0.661812782;0;0;0;41125;3288765;0.515915215;0;0;95
CT;7;41;1;0;-4.351549625;6.289999962;5.199999809;-0.660654545;0;0;0;41792;3288716;0.516513109;0;0;95
CT;7;42;1;0;-4.319692612;6.289999962;4.800000191;-0.643708944;0;0;0;43106;3288668;0.525340378;0;0;95
CT;7;43;1;0;-4.285436153;6.289999962;4.699999809;-0.645147324;1;0;0;44568;3288619;0.524585247;0;0;95
CT;7;44;1;0;-4.295679569;6.289999962;5;-0.637812436;1;0;0;44074;3288571;0.528447151;0;0;95
CT;7;45;1;0;-4.279421329;6.289999962;5.300000191;-0.619145155;1;0;0;44756;3288522;0.538404465;0;0;95
CT;7;46;1;0;-4.264472485;6.289999962;5.599999905;-0.608524799;0;1;0;45389;3288474;0.544152975;0;0;95
CT;7;47;1;0;-4.251348019;6.289999962;5.300000191;-0.616242766;0;1;0;45947;3288425;0.539969444;0;0;95
CT;7;48;1;0;-4.233738422;6.289999962;4.900000095;-0.636766493;0;1;0;46721;3288377;0.529000163;0;0;95
CT;7;49;1;0;-4.221148968;6.260000229;5.099999905;-0.634902298;0;0;1;47270;3288328;0.529987276;0;0;95
CT;7;50;1;0;-4.204399109;6.260000229;5.199999809;-0.638052642;0;0;1;47964;3287364;0.528320253;0;0;95
CT;7;51;1;0;-4.190386295;6.260000229;5.5;-0.645411253;0;0;1;48535;3286400;0.524446785;0;0;95
CT;7;52;1;0;-4.173519135;6.260000229;6.699999809;-0.660113037;0;0;0;49253;3285436;0.516792893;0;0;95
CT;7;53;1;0;-4.159686565;6.260000229;7.099999905;-0.662765265;0;0;0;49830;3284472;0.515424073;0;0;95
CT;7;54;1;0;-4.131782055;6.260000229;6.699999809;-0.648609877;0;0;0;51128;3283508;0.522772014;0;0;95
CT;7;55;1;0;-4.119411469;6.260000229;6.5;-0.650534213;1;0;0;51651;3282544;0.521766961;0;0;95
CT;7;56;1;0;-4.105033875;6.260000229;6.699999809;-0.646472335;1;0;0;52284;3281580;0.523890615;0;0;95
CT;7;57;1;0;-4.085014343;6.260000229;6.900000095;-0.630533099;1;0;0;53224;3280616;0.532307982;0;0;95
CT;7;58;1;0;-4.070726871;6.260000229;7.400000095;-0.622687161;0;1;0;53871;3279652;0.536500812;0;0;95
CT;7;59;1;0;-4.056323528;6.260000229;6.900000095;-0.631387591;0;1;0;54532;3278688;0.531853318;0;0;95
CT;7;60;1;0;-4.045366287;6.260000229;6.400000095;-0.653418183;0;1;0;55011;3277724;0.520264387;0;0;95
CT;7;61;1;0;-4.053290844;6.239999771;6.5;-0.649448752;0;0;1;54456;3276760;0.522333622;0;0;95
CT;7;62;1;0;-4.04434824;6.239999771;6.699999809;-0.654640794;0;0;1;54867;3276480;0.519628704;0;0;95
CT;7;63;1;0;-4.035097599;6.239999771;7;-0.663908184;0;0;1;55298;3276199;0.514835358;0;0;95
CT;7;64;1;0;-4.034157276;6.239999771;8.399999619;-0.679013669;0;0;0;55271;3275919;0.507116914;0;0;95
CT;7;65;1;0;-4.030757904;6.239999771;8.699999809;-0.681121349;0;0;0;55380;3275638;0.506049216;0;0;95
CT;7;66;1;0;-4.022434711;6.239999771;8.100000381;-0.669149995;0;0;0;55763;3275358;0.512143731;0;0;95
CT;7;67;1;0;-4.025279045;6.239999771;7.900000095;-0.672231436;1;0;0;55525;3275078;0.510567963;0;0;95
CT;7;68;1;0;-4.018795013;6.239999771;7.900000095;-0.668291032;1;0;0;55806;3274797;0.512583852;0;0;95
CT;7;69;1;0;-4.022568703;6.239999771;8;-0.65406853;1;0;0;55516;3274517;0.519926131;0;0;95
CT;7;70;1;0;-4.018773079;6.239999771;8.199999809;-0.641291201;0;1;0;55647;3274236;0.526611984;0;0;95
CT;7;71;1;0;-4.009403706;6.239999771;7.699999809;-0.650270283;0;1;0;56090;3273956;0.521904707;0;0;95
CT;7;72;1;0;-4.002891541;6.239999771;6.800000191;-0.672362924;0;1;0;56375;3273675;0.510500908;0;0;95
CT;7;73;1;0;-3.999162197;6.070000172;6.5;-0.667042196;0;0;1;56504;3273395;0.513224363;0;0;95
CT;7;74;1;0;-3.999468565;6.070000172;6.5;-0.670596123;0;0;1;56424;3273078;0.51140362;0;0;95
CT;7;75;1;0;-3.997754574;6.070000172;6.5;-0.677937508;0;0;1;56458;3272760;0.507662952;0;0;95
CT;7;76;1;0;-3.991324663;6.070000172;7.199999809;-0.68795085;0;0;0;56759;3272443;0.502604961;0;0;95
CT;7;77;1;0;-3.985114574;6.070000172;6.900000095;-0.686295986;0;0;0;57049;3272125;0.50343734;0;0;95
CT;7;78;1;0;-3.978267193;6.070000172;6.400000095;-0.673481226;0;0;0;57377;3271808;0.509930313;0;0;95
CT;7;79;1;0;-3.976767778;6.070000172;6.5;-0.675767601;1;0;0;57399;3271490;0.508765757;0;0;95
CT;7;80;1;0;-3.970438242;6.070000172;6.5;-0.670633018;1;0;0;57699;3271173;0.511384726;0;0;95
CT;7;81;1;0;-3.961018562;6.070000172;6.599999905;-0.654647887;1;0;0;58180;3270855;0.519625008;0;0;95
CT;7;82;1;0;-3.967179537;6.070000172;6.800000191;-0.642801762;0;1;0;57758;3270538;0.525817156;0;0;95
CT;7;83;1;0;-3.961223364;6.070000172;6.300000191;-0.652634978;0;1;0;58038;3270220;0.520672023;0;0;95
CT;7;84;1;0;-3.958380938;6.070000172;5.599999905;-0.674152315;0;1;0;58138;3269903;0.509588182;0;0;95
CT;7;85;1;0;-3.955918074;5.960000038;5.5;-0.670054793;0;0;1;58216;3269585;0.511680543;0;0;95
CT;7;86;1;0;-3.957229853;5.960000038;5.400000095;-0.675810158;0;0;1;58087;3269351;0.508744061;0;0;95
CT;7;87;1;0;-3.957598925;5.960000038;5.400000095;-0.684279323;0;0;1;58013;3269117;0.504453659;0;0;95
CT;7;88;1;0;-3.949135065;5.960000038;6.5;-0.702229023;0;0;0;58453;3268883;0.495479643;0;0;95
CT;7;89;1;0;-3.942732573;5.960000038;6.300000191;-0.704699755;0;0;0;58775;3268648;0.494256943;0;0;95
CT;7;90;1;0;-3.932070732;5.960000038;5.900000095;-0.692331851;0;0;0;59351;3268414;0.500407815;0;0;95
CT;7;91;1;0;-3.924913883;5.960000038;5.300000191;-0.691407681;1;0;0;59723;3268180;0.500870526;0;0;95
CT;7;92;1;0;-3.919725895;5.960000038;5.5;-0.688774824;1;0;0;59979;3267946;0.502191007;0;0;95
CT;7;93;1;0;-3.923460245;5.960000038;5.699999809;-0.674607337;1;0;0;59701;3267712;0.50935638;0;0;95
CT;7;94;1;0;-3.920724154;5.960000038;6;-0.663946271;0;1;0;59810;3267478;0.514815688;0;0;95
CT;7;95;1;0;-3.917140722;5.960000038;5.699999809;-0.673302531;0;1;0;59970;3267243;0.510021448;0;0;95
CT;7;96;1;1;-3.91014266;5.960000038;4.900000095;-0.694481075;0;1;0;60336;3267009;0.499333501;0;0;95
CT;7;97;1;1;-3.90760541;8.880000114;4.900000095;-0.688768029;0;0;1;60434;3266775;0.502194345;0;0;95
CT;7;98;1;1;-3.900237322;8.880000114;5;-0.692620814;0;0;1;60846;3266818;0.500263274;0;0;95
CT;7;99;1;1;-3.89770937;8.880000114;5.199999809;-0.702159286;0;0;1;60965;3266861;0.495514184;0;0;95
CT;7;100;1;1;-3.897758722;8.880000114;6.099999905;-0.720021009;0;0;0;60927;3266905;0.486742049;0;0;95
CT;7;101;1;1;-3.891487122;8.880000114;6.099999905;-0.719934821;0;0;0;61275;3266948;0.486783981;0;0;95
CT;7;102;1;1;-3.880925179;8.880000114;5.5;-0.706280231;0;0;0;61890;3266991;0.493476421;0;0;95
CT;7;103;1;1;-3.889015436;8.880000114;5.099999905;-0.70878315;1;0;0;61356;3267034;0.492242813;0;0;95
CT;7;104;1;1;-3.885542393;8.880000114;5.400000095;-0.705788136;1;0;0;61534;3267077;0.49371931;0;0;95
CT;7;105;1;1;-3.889527082;8.880000114;5.699999809;-0.690660596;1;0;0;61254;3267120;0.501244843;0;0;95
CT;7;106;1;1;-3.897822142;8.880000114;6;-0.678866506;0;1;0;60713;3267164;0.507191539;0;0;95
CT;7;107;1;1;-3.904152393;8.880000114;5.599999905;-0.686711967;0;1;0;60295;3267207;0.503228009;0;0;95
CT;7;108;1;1;-3.903011322;8.880000114;5;-0.707003534;0;1;0;60329;3267250;0.493119597;0;0;95
CT;7;109;1;1;-3.911592245;8.720000267;5;-0.702389121;0;0;1;59779;3267293;0.49540031;0;0;95
CT;7;110;1;1;-3.921745539;8.720000267;5.199999809;-0.704528928;0;0;1;59140;3267507;0.494341403;0;0;95
CT;7;111;1;1;-3.926541567;8.720000267;5.400000095;-0.711240709;0;0;1;58822;3267721;0.491034567;0;0;95
CT;7;112;1;1;-3.937884092;8.720000267;6.699999809;-0.728556335;0;0;0;58124;3267934;0.482605219;0;0;95
CT;7;113;1;1;-3.930907965;8.720000267;6.5;-0.72405678;0;0;0;58496;3268148;0.484781593;0;0;95
CT;7;114;1;1;-3.927444696;8.720000267;5.900000095;-0.710090995;0;0;0;58664;3268362;0.49159947;0;0;95
CT;7;115;1;1;-3.938575506;8.720000267;5.5;-0.707784295;1;0;0;57980;3268576;0.49273476;0;0;95
CT;7;116;1;1;-3.941867113;8.720000267;5.599999905;-0.702357054;1;0;0;57755;3268789;0.495416194;0;0;95
CT;7;117;1;1;-3.952394724;8.720000267;5.900000095;-0.68560487;1;0;0;57116;3269003;0.503785431;0;0;95
DE;8;1;1;0;-4.380124092;4.539999962;3.400000095;-0.710882723;0;0;1;7977;636947;0.491210401;1;0;104
DE;8;2;1;0;-4.384435177;4.539999962;3.099999905;-0.70026046;0;0;1;7961;637837;0.496455997;1;0;104
DE;8;3;1;0;-4.385855675;4.539999962;2.900000095;-0.698752105;0;0;1;7968;638726;0.497205377;1;0;104
DE;8;4;1;0;-4.408182144;4.539999962;4;-0.708978117;0;0;0;7810;639616;0.49214685;1;0;104
DE;8;5;1;0;-4.405112267;4.539999962;4;-0.717274904;0;0;0;7852;640505;0.488080502;1;0;104
DE;8;6;1;0;-4.386733532;4.539999962;3.799999952;-0.712915838;0;0;0;8016;641395;0.490212739;1;0;104
DE;8;7;1;0;-4.393900394;4.539999962;3.099999905;-0.700747371;1;0;0;7977;642285;0.4962143;1;0;104
DE;8;8;1;0;-4.419259548;4.539999962;3;-0.70340842;1;0;0;7795;643174;0.494895637;1;0;104
DE;8;9;1;0;-4.424369812;4.539999962;3.5;-0.692082644;1;0;0;7773;644064;0.500532568;1;0;104
DE;8;10;1;0;-4.434398651;4.539999962;3.599999905;-0.686358929;0;1;0;7713;644953;0.50340569;1;0;104
DE;8;11;1;0;-4.451831341;4.539999962;3.400000095;-0.691060603;0;1;0;7597;645843;0.501044393;1;0;104
DE;8;12;1;0;-4.468824863;4.539999962;3;-0.703454733;0;1;0;7486;646732;0.494872689;1;0;104
DE;8;13;1;0;-4.442912579;4.590000153;2.900000095;-0.692258179;0;0;1;7700;647622;0.50044471;1;0;104
DE;8;14;1;0;-4.467511654;4.590000153;2.799999952;-0.680764854;0;0;1;7530;648510;0.506229639;1;0;104
DE;8;15;1;0;-4.444085121;4.590000153;2.799999952;-0.676730394;0;0;1;7726;649397;0.508276165;1;0;104
DE;8;16;1;0;-4.467683315;4.590000153;4.400000095;-0.693794787;0;0;0;7563;650285;0.499676287;1;0;104
DE;8;17;1;0;-4.4621768;4.590000153;4;-0.690429628;0;0;0;7622;651172;0.501360595;1;0;104
DE;8;18;1;0;-4.468910694;4.590000153;3.400000095;-0.682742357;0;0;0;7588;652060;0.505229592;1;0;104
DE;8;19;1;0;-4.461205006;4.590000153;2.400000095;-0.669961393;1;0;0;7664;652948;0.511728346;1;0;104
DE;8;20;1;0;-4.483094692;4.590000153;2.299999952;-0.667325497;1;0;0;7515;653835;0.513078988;1;0;104
DE;8;21;1;0;-4.497532845;4.590000153;3.200000048;-0.650647879;1;0;0;7424;654723;0.521707654;1;0;104
DE;8;22;1;0;-4.50465107;4.590000153;3.200000048;-0.641575396;0;1;0;7388;655610;0.526462376;1;0;104
DE;8;23;1;0;-4.49988699;4.590000153;3.599999905;-0.64791888;0;1;0;7440;656498;0.523133337;1;0;104
DE;8;24;1;0;-4.494100571;4.590000153;3.200000048;-0.661099315;0;1;0;7500;657385;0.516283453;1;0;104
DE;8;25;1;0;-4.509768486;4.550000191;2.900000095;-0.652460873;0;0;1;7400;658273;0.520762682;1;0;104
DE;8;26;1;0;-4.514873981;4.550000191;2.5;-0.643749714;0;0;1;7379;659171;0.525318921;1;0;104
DE;8;27;1;0;-4.499009609;4.550000191;2.700000048;-0.643263042;0;0;1;7514;660068;0.525574625;1;0;104
DE;8;28;1;0;-4.525650978;4.550000191;4.099999905;-0.654992819;0;0;0;7333;660966;0.519445777;1;0;104
DE;8;29;1;0;-4.528320313;4.550000191;4.099999905;-0.656800568;0;0;0;7330;661863;0.5185076;1;0;104
DE;8;30;1;0;-4.497959137;4.550000191;3.700000048;-0.652371585;0;0;0;7573;662761;0.520809174;1;0;104
DE;8;31;1;0;-4.510569096;4.550000191;3;-0.643983901;1;0;0;7495;663659;0.525195897;1;0;104
DE;8;32;1;0;-4.513348579;4.550000191;3;-0.644001365;1;0;0;7491;664556;0.525186718;1;0;104
DE;8;33;1;0;-4.525251865;4.550000191;3.900000095;-0.636622429;1;0;0;7419;665454;0.529076397;1;0;104
DE;8;34;1;0;-4.536978722;4.550000191;4.300000191;-0.635730982;0;1;0;7349;666351;0.529548228;1;0;104
DE;8;35;1;0;-4.507610321;4.550000191;4;-0.635056376;0;1;0;7585;667249;0.529905617;1;0;104
DE;8;36;1;0;-4.497144699;4.550000191;3.599999905;-0.651181281;0;1;0;7682;668146;0.52142942;1;0;104
DE;8;37;1;0;-4.475963593;4.539999962;3.5;-0.652535915;0;0;1;7864;669044;0.520723581;1;0;104
DE;8;38;1;0;-4.464578629;4.539999962;2.900000095;-0.641701221;0;0;1;7973;669946;0.526396155;1;0;104
DE;8;39;1;0;-4.458089828;4.539999962;3;-0.648357689;0;0;1;8044;670848;0.52290386;1;0;104
DE;8;40;1;0;-4.438577175;4.539999962;5.199999809;-0.68089062;0;0;0;8222;671750;0.506165981;1;0;104
DE;8;41;1;0;-4.426211834;4.539999962;4.800000191;-0.679042161;0;0;0;8344;672651;0.507102489;1;0;104
DE;8;42;1;0;-4.436159134;4.539999962;4.400000095;-0.678853035;0;0;0;8281;673553;0.507198393;1;0;104
DE;8;43;1;0;-4.430586338;4.539999962;3.799999952;-0.680668533;1;0;0;8347;674455;0.506278396;1;0;104
DE;8;44;1;0;-4.44233799;4.539999962;3.5;-0.680471659;1;0;0;8269;675357;0.506378114;1;0;104
DE;8;45;1;0;-4.432916164;4.539999962;4;-0.676411331;1;0;0;8367;676259;0.508438349;1;0;104
DE;8;46;1;0;-4.424219608;4.539999962;4.400000095;-0.677491248;0;1;0;8460;677161;0.507889569;1;0;104
DE;8;47;1;0;-4.398707867;4.539999962;4.599999905;-0.683936894;0;1;0;8699;678062;0.504626393;1;0;104
DE;8;48;1;0;-4.434132576;4.539999962;7.099999905;-0.704478323;0;1;0;8416;678964;0.494366407;1;0;104
DE;8;49;1;0;-4.431503296;4.489999771;6.800000191;-0.702688515;0;0;1;8458;679866;0.495252013;1;0;104
DE;8;50;1;0;-4.40661335;4.489999771;6.900000095;-0.70047754;0;0;1;8681;680625;0.496348202;1;0;104
DE;8;51;1;0;-4.383056641;4.489999771;6.699999809;-0.705174267;0;0;1;8898;681384;0.494022459;1;0;104
DE;8;52;1;0;-4.373345852;4.489999771;7.5;-0.717877924;0;0;0;8995;682143;0.487786293;1;0;104
DE;8;53;1;0;-4.339841366;4.489999771;8.100000381;-0.72548455;0;0;0;9312;682902;0.484089971;1;0;104
DE;8;54;1;0;-4.317619801;4.489999771;7;-0.715734541;0;0;0;9532;683661;0.488832921;1;0;104
DE;8;55;1;0;-4.344363689;4.489999771;6.800000191;-0.723594904;1;0;0;9291;684421;0.485005587;1;0;104
DE;8;56;1;0;-4.314754486;4.489999771;5.800000191;-0.713302851;1;0;0;9581;685180;0.490023047;1;0;104
DE;8;57;1;0;-4.318283558;4.489999771;6.199999809;-0.704676509;1;0;0;9558;685939;0.494268447;1;0;104
DE;8;58;1;0;-4.254300594;4.489999771;6;-0.699416995;0;1;0;10201;686698;0.496874899;1;0;104
DE;8;59;1;0;-4.282550335;4.489999771;6.400000095;-0.7108621;0;1;0;9928;687457;0.491220534;1;0;104
DE;8;60;1;0;-4.272752762;4.489999771;5.800000191;-0.723153412;0;1;0;10037;688216;0.485219747;1;0;104
DE;8;61;1;0;-4.267319202;4.510000229;5.300000191;-0.710819781;0;0;1;10103;688975;0.491241336;1;0;104
DE;8;62;1;0;-4.258100033;4.510000229;5.099999905;-0.69876498;0;0;1;10214;689748;0.497198969;1;0;104
DE;8;63;1;0;-4.237346649;4.510000229;5;-0.702583015;0;0;1;10446;690521;0.495304257;1;0;104
DE;8;64;1;0;-4.212321281;4.510000229;6.400000095;-0.715929151;0;0;0;10729;691295;0.488737792;1;0;104
DE;8;65;1;0;-4.231322765;4.510000229;6;-0.716301084;0;0;0;10545;692068;0.488556027;1;0;104
DE;8;66;1;0;-4.200371742;4.510000229;5.800000191;-0.714198828;0;0;0;10895;692841;0.489584178;1;0;104
DE;8;67;1;0;-4.239762783;4.510000229;5.300000191;-0.702795446;1;0;0;10492;693614;0.495199054;1;0;104
DE;8;68;1;0;-4.219962597;4.510000229;5.099999905;-0.697672188;1;0;0;10720;694387;0.497742623;1;0;104
DE;8;69;1;0;-4.224181175;4.510000229;5.599999905;-0.690879762;1;0;0;10693;695160;0.501134992;1;0;104
