state;statenum;trend;treated;treated_post;lncase;afdcben;unemp;empratio;mon_d2;mon_d3;mon_d4;caseload;popn;empratio_raw;south;control;T0
NJ;31;19;1;0;-4.258944988;4.25;3.400000095;-0.705942035;1;0;0;108764;7719211;0.493643314;0;0;70
NJ;31;20;1;0;-4.28631258;4.25;3.599999905;-0.704499602;1;0;0;105802;7720357;0.494355887;0;0;70
NJ;31;21;1;0;-4.311977863;4.25;3.900000095;-0.689921141;1;0;0;103096;7721504;0.501615644;0;0;70
NJ;31;22;1;0;-4.30555582;4.25;4.199999809;-0.686805248;0;1;0;103735;7722650;0.50318104;0;0;70
NJ;31;23;1;0;-4.300139427;4.25;3.599999905;-0.691833138;0;1;0;104273;7723796;0.500657439;0;0;70
NJ;31;24;1;0;-4.307790279;4.25;3.599999905;-0.707143962;0;1;0;103453;7724943;0.493050367;0;0;70
NJ;31;25;1;0;-4.30738163;4.130000114;3.5;-0.704003751;0;0;1;103470;7726089;0.494601071;0;0;70
NJ;31;26;1;0;-4.323980331;4.130000114;3.400000095;-0.701152563;0;0;1;101793;7728684;0.496013284;0;0;70
NJ;31;27;1;0;-4.323511124;4.130000114;3.599999905;-0.700259328;0;0;1;101867;7731279;0.496456534;0;0;70
NJ;31;28;1;0;-4.289200783;4.130000114;4.199999809;-0.717088223;0;0;0;105450;7733874;0.488171637;0;0;70
NJ;31;29;1;0;-4.33059597;4.130000114;4;-0.713799179;0;0;0;101200;7736469;0.48977989;0;0;70
NJ;31;30;1;0;-4.32484436;4.130000114;3.799999952;-0.708332181;0;0;0;101810;7739064;0.49246484;0;0;70
NJ;31;31;1;0;-4.303838253;4.130000114;3.5;-0.712285936;1;0;0;103998;7741659;0.49052161;0;0;70
NJ;31;32;1;0;-4.330726624;4.130000114;3.799999952;-0.70999527;1;0;0;101265;7744253;0.491646528;0;0;70
NJ;31;33;1;0;-4.330302238;4.130000114;4.099999905;-0.695096195;1;0;0;101334;7746848;0.499026448;0;0;70
NJ;31;34;1;0;-4.319372177;4.130000114;4.5;-0.694757521;0;1;0;102474;7749443;0.499195486;0;0;70
NJ;31;35;1;0;-4.327919006;4.130000114;4.099999905;-0.696754813;0;1;0;101628;7752038;0.498199433;0;0;70
NJ;31;36;1;0;-4.305662155;4.130000114;4.099999905;-0.708141088;0;1;0;103942;7754633;0.492558956;0;0;70
NJ;31;37;1;0;-4.3093009;4.110000134;4.300000191;-0.706782699;0;0;1;103591;7757228;0.493228495;0;0;70
NJ;31;38;1;0;-4.309294701;4.110000134;4.199999809;-0.703774095;0;0;1;103578;7759313;0.494714677;0;0;70
NJ;31;39;1;0;-4.286141872;4.110000134;4.400000095;-0.700960517;0;0;1;105990;7761398;0.496108562;0;0;70
NJ;31;40;1;0;-4.280590057;4.110000134;5.300000191;-0.715136826;0;0;0;106566;7763483;0.489125192;0;0;70
NJ;31;41;1;0;-4.288985729;4.110000134;4.800000191;-0.708221257;0;0;0;105661;7765567;0.492519468;0;0;70
NJ;31;42;1;0;-4.26120472;4.110000134;4.699999809;-0.69937098;0;0;0;108623;7767652;0.496897787;0;0;70
NJ;31;43;1;0;-4.261007309;4.110000134;4.5;-0.702741265;1;0;0;108630;7769737;0.495225906;0;0;70
NJ;31;44;1;0;-4.282151699;4.110000134;4.699999809;-0.696908593;1;0;0;106343;7771822;0.498122841;0;0;70
NJ;31;45;1;0;-4.269560814;4.110000134;5;-0.682013094;1;0;0;107676;7773907;0.505598128;0;0;70
NJ;31;46;1;0;-4.264793873;4.110000134;5.400000095;-0.684541821;0;1;0;108176;7775992;0.504321277;0;0;70
NJ;31;47;1;0;-4.266584396;4.110000134;4.900000095;-0.688814402;0;1;0;107968;7778076;0.502171099;0;0;70
NJ;31;48;1;0;-4.23614502;4.110000134;5.099999905;-0.704094172;0;1;0;111290;7780161;0.494556338;0;0;70
NJ;31;49;1;0;-4.252298355;4.340000153;5.199999809;-0.704619229;0;0;1;109492;7782246;0.494296759;0;0;70
NJ;31;50;1;0;-4.231740952;4.340000153;5.400000095;-0.706455886;0;0;1;111705;7785697;0.493389726;0;0;70
NJ;31;51;1;0;-4.2225914;4.340000153;5.599999905;-0.70898062;0;0;1;112670;7789148;0.492145598;0;0;70
NJ;31;52;1;0;-4.203243732;4.340000153;6.900000095;-0.732100546;0;0;0;114808;7792600;0.480897784;0;0;70
NJ;31;53;1;0;-4.21298933;4.340000153;7;-0.730343699;0;0;0;113632;7796051;0.481743395;0;0;70
NJ;31;54;1;0;-4.173252583;4.340000153;6.900000095;-0.726136684;0;0;0;118173;7799502;0.483774334;0;0;70
NJ;31;55;1;0;-4.144449711;4.340000153;6.5;-0.728277504;1;0;0;121559;7802953;0.482739806;0;0;70
NJ;31;56;1;0;-4.123771667;4.340000153;6.5;-0.725668371;1;0;0;124030;7806404;0.484000951;0;0;70
NJ;31;57;1;0;-4.137254238;4.340000153;6.699999809;-0.714253366;1;0;0;122301;7809855;0.489557475;0;0;70
NJ;31;58;1;0;-4.128692627;4.340000153;7.099999905;-0.718007803;0;1;0;123284;7813307;0.487722933;0;0;70
NJ;31;59;1;0;-4.128134727;4.340000153;6.5;-0.723789096;0;1;0;123284;7816758;0.484911382;0;0;70
NJ;31;60;1;0;-4.104000568;4.340000153;6.400000095;-0.736980677;0;1;0;126225;7820209;0.478556633;0;0;70
NJ;31;61;1;0;-4.126861572;4.440000057;6.599999905;-0.734592438;0;0;1;123303;7823660;0.479700923;0;0;70
NJ;31;62;1;0;-4.110160351;4.440000057;6.599999905;-0.734505892;0;0;1;125371;7827398;0.479742438;0;0;70
NJ;31;63;1;0;-4.078986168;4.440000057;6.900000095;-0.737300456;0;0;1;129332;7831136;0.478403658;0;0;70
NJ;31;64;1;0;-4.088262558;4.440000057;8.199999809;-0.761809289;0;0;0;128129;7834874;0.466821045;0;0;70
NJ;31;65;1;0;-4.108869076;4.440000057;8.100000381;-0.759425879;0;0;0;125507;7838612;0.467935026;0;0;70
NJ;31;66;1;0;-4.11514473;4.440000057;7.900000095;-0.757099271;0;0;0;124713;7842350;0.469024986;0;0;70
NJ;31;67;1;0;-4.112719536;4.440000057;7.400000095;-0.758770525;1;0;0;125007;7846088;0.468241751;0;0;70
NJ;31;68;1;0;-4.114786148;4.440000057;9.300000191;-0.756166041;1;0;0;124740;7849826;0.469462901;0;0;70
NJ;31;69;1;0;-4.116929054;4.440000057;9.300000191;-0.743847907;1;0;0;124464;7853564;0.475281537;0;0;70
NJ;31;70;1;0;-4.107110977;4.440000057;9.699999809;-0.743515015;0;1;0;125683;7857302;0.475439787;0;0;70
NJ;31;71;1;1;-4.098174095;4.440000057;8.800000191;-0.749808908;0;1;0;126802;7861040;0.472456813;0;0;70
NJ;31;72;1;1;-4.095666409;4.440000057;8.399999619;-0.76405859;0;1;0;127111;7864778;0.465772212;0;0;70
NJ;31;73;1;1;-4.080461025;4.320000172;8.199999809;-0.757135153;0;0;1;129049;7868516;0.469008148;0;0;70
NJ;31;74;1;1;-4.053380966;4.320000172;8.100000381;-0.756924748;0;0;1;132592;7872062;0.469106823;0;0;70
NJ;31;75;1;1;-4.111636162;4.320000172;8;-0.757863462;0;0;1;125089;7875608;0.468666673;0;0;70
NJ;31;76;1;1;-4.102963924;4.320000172;8.600000381;-0.776199937;0;0;0;126179;7879154;0.460151315;0;0;70
NJ;31;77;1;1;-4.1078372;4.320000172;8.300000191;-0.77204597;0;0;0;125566;7882699;0.46206674;0;0;70
NJ;31;78;1;1;-4.103564739;4.320000172;8.199999809;-0.770043671;0;0;0;126104;7886245;0.462992847;0;0;70
NJ;31;79;1;1;-4.096605301;4.320000172;7.699999809;-0.767038226;1;0;0;126985;7889791;0.464386433;0;0;70
NJ;31;80;1;1;-4.096158504;4.320000172;7.5;-0.760521233;1;0;0;127042;7893337;0.467422724;0;0;70
NJ;31;81;1;1;-4.108140945;4.320000172;7.5;-0.74737823;1;0;0;125529;7896883;0.473606616;0;0;70
NJ;31;82;1;1;-4.135625839;4.320000172;7.800000191;-0.749810159;0;1;0;122126;7900429;0.472456247;0;0;70
NJ;31;83;1;1;-4.133238792;4.320000172;7.099999905;-0.754035354;0;1;0;122418;7903974;0.47046423;0;0;70
NJ;31;84;1;1;-4.132716656;4.320000172;6.900000095;-0.765553594;0;1;0;122482;7907520;0.465076417;0;0;70
NJ;31;85;1;1;-4.130050182;4.420000076;6.800000191;-0.757560909;0;0;1;122809;7911066;0.468808502;0;0;70
NJ;31;86;1;1;-4.140366077;4.420000076;6.699999809;-0.755549967;0;0;1;121574;7914790;0.469752192;0;0;70
NJ;31;87;1;1;-4.129384041;4.420000076;6.699999809;-0.755219042;0;0;1;122942;7918513;0.469907671;0;0;70
NJ;31;88;1;1;-4.14253521;4.420000076;7.599999905;-0.777071178;0;0;0;121361;7922237;0.459750563;0;0;70
NJ;31;89;1;1;-4.141021729;4.420000076;7.699999809;-0.775996029;0;0;0;121570;7925961;0.460245132;0;0;70
NJ;31;90;1;1;-4.129331112;4.420000076;7.5;-0.766518772;0;0;0;123025;7929684;0.464627713;0;0;70
NJ;31;91;1;1;-4.131051064;4.420000076;6.699999809;-0.760460913;1;0;0;122839;7933408;0.467450947;0;0;70
NJ;31;92;1;1;-4.130313873;4.420000076;6.699999809;-0.754330397;1;0;0;122955;7937132;0.47032544;0;0;70
NJ;31;93;1;1;-4.133933544;4.420000076;6.800000191;-0.739309609;1;0;0;122536;7940855;0.477443427;0;0;70
NJ;31;94;1;1;-4.134939671;4.420000076;7.199999809;-0.738403916;0;1;0;122438;7944579;0.477876037;0;0;70
NJ;31;95;1;1;-4.133008003;4.420000076;6.599999905;-0.740220726;0;1;0;122700;7948303;0.477008611;0;0;70
NJ;31;96;1;1;-4.135856628;4.420000076;6.400000095;-0.751129985;0;1;0;122376;7952026;0.47183308;0;0;70
NJ;31;97;1;1;-4.141897202;7.090000153;6.199999809;-0.744208515;0;0;1;121664;7955750;0.475110203;0;0;70
NJ;31;98;1;1;-4.149143696;7.090000153;6.099999905;-0.74242419;0;0;1;120830;7959592;0.475958705;0;0;70
NJ;31;99;1;1;-4.148866177;7.090000153;6.099999905;-0.741310179;0;0;1;120908;7963433;0.476489216;0;0;70
NJ;31;100;1;1;-4.155946732;7.090000153;7;-0.76179713;0;0;0;120099;7967275;0.466826737;0;0;70
NJ;31;101;1;1;-4.159332275;7.090000153;6.900000095;-0.757236719;0;0;0;119737;7971117;0.468960494;0;0;70
NJ;31;102;1;1;-4.155099869;7.090000153;6.5;-0.750350296;0;0;0;120289;7974958;0.472201109;0;0;70
NJ;31;103;1;1;-4.171455383;7.090000153;6.099999905;-0.747330189;1;0;0;118381;7978800;0.473629355;0;0;70
NJ;31;104;1;1;-4.171923161;7.090000153;6.300000191;-0.742104948;1;0;0;118369;7982642;0.476110667;0;0;70
NJ;31;105;1;1;-4.180287838;7.090000153;6.599999905;-0.729336858;1;0;0;117426;7986483;0.482228667;0;0;70
NJ;31;106;1;1;-4.191717148;7.090000153;6.900000095;-0.730826557;0;1;0;116134;7990325;0.481510818;0;0;70
NJ;31;107;1;1;-4.188292503;7.090000153;6.300000191;-0.733100712;0;1;0;116575;7994167;0.480417043;0;0;70
NJ;31;108;1;1;-4.1919837;7.090000153;6.199999809;-0.743151963;0;1;0;116188;7998008;0.475612432;0;0;70
NJ;31;109;1;1;-4.196851254;7.309999943;6;-0.736759424;0;0;1;115666;8001850;0.47866255;0;0;70
NJ;31;110;1;1;-4.205687523;7.309999943;6.099999905;-0.736078143;0;0;1;114701;8006100;0.478988767;0;0;70
NJ;31;111;1;1;-4.209026337;7.309999943;6.099999905;-0.736863136;0;0;1;114371;8010350;0.47861293;0;0;70
NJ;31;112;1;1;-4.218019009;7.309999943;7.199999809;-0.760089457;0;0;0;113399;8014600;0.467624575;0;0;70
NJ;31;113;1;1;-4.217145443;7.309999943;6.900000095;-0.749653041;0;0;0;113550;8018850;0.472530484;0;0;70
NJ;31;114;1;1;-4.217118263;7.309999943;6.699999809;-0.742783368;0;0;0;113605;8023100;0.475787789;0;0;70
NJ;31;115;1;1;-4.231214523;7.309999943;6.099999905;-0.740756035;1;0;0;112066;8027350;0.476753354;0;0;70
NJ;31;116;1;1;-4.236160278;7.309999943;6;-0.73139739;1;0;0;111564;8031599;0.481236041;0;0;70
NJ;31;117;1;1;-4.244155884;7.309999943;6.199999809;-0.716373861;1;0;0;110726;8035849;0.488520503;0;0;70
NM;32;1;0;0;-4.314783096;6.519999981;8.600000381;-0.858387947;0;0;1;19767;1478520;0.423844784;0;1;117
NM;32;2;0;0;-4.323051453;6.519999981;8.399999619;-0.854711771;0;0;1;19615;1479505;0.4254058;0;1;117
NM;32;3;0;0;-4.367368221;6.519999981;8.399999619;-0.862205565;0;0;1;18775;1480490;0.422229797;0;1;117
NM;32;4;0;0;-4.398635864;6.519999981;9.800000191;-0.887191236;0;0;0;18207;1481474;0.411810815;0;1;117
NM;32;5;0;0;-4.354237556;6.519999981;9;-0.87937355;0;0;0;19044;1482459;0.415042847;0;1;117
NM;32;6;0;0;-4.395236969;6.519999981;9.199999809;-0.870829284;0;0;0;18289;1483444;0.418604285;0;1;117
NM;32;7;0;0;-4.364669323;6.519999981;9.100000381;-0.873059511;1;0;0;18867;1484429;0.41767171;0;1;117
NM;32;8;0;0;-4.315682888;6.519999981;8.899999619;-0.873762548;1;0;0;19825;1485413;0.417378187;0;1;117
NM;32;9;0;0;-4.28724575;6.519999981;10.39999962;-0.871196628;1;0;0;20408;1486398;0.418450505;0;1;117
NM;32;10;0;0;-4.24919796;6.519999981;9;-0.864219368;0;1;0;21211;1487383;0.421380371;0;1;117
NM;32;11;0;0;-4.247294426;6.519999981;8.800000191;-0.873508751;0;1;0;21263;1488368;0.417484105;0;1;117
NM;32;12;0;0;-4.249909878;6.519999981;8.199999809;-0.872990727;0;1;0;21219;1489352;0.41770044;0;1;117
NM;32;13;0;0;-4.243924618;6.820000172;7.800000191;-0.862643778;0;0;1;21358;1490337;0.422044814;0;1;117
NM;32;14;0;0;-4.272659779;6.820000172;7.800000191;-0.860014677;0;0;1;20772;1491467;0.423155874;0;1;117
NM;32;15;0;0;-4.256536961;6.820000172;7.599999905;-0.869968414;0;0;1;21129;1492598;0.418964773;0;1;117
NM;32;16;0;0;-4.273577213;6.820000172;9;-0.883411169;0;0;0;20791;1493728;0.41337043;0;1;117
NM;32;17;0;0;-4.254962444;6.820000172;8.300000191;-0.872564614;0;0;0;21201;1494858;0.417878479;0;1;117
NM;32;18;0;0;-4.247096539;6.820000172;8.399999619;-0.865096033;0;0;0;21388;1495989;0.42101112;0;1;117
NM;32;19;0;0;-4.278822422;6.820000172;8.100000381;-0.863714695;1;0;0;20739;1497119;0.42159307;0;1;117
NM;32;20;0;0;-4.292301178;6.820000172;8;-0.867172599;1;0;0;20480;1498249;0.420137763;0;1;117
NM;32;21;0;0;-4.305992126;6.820000172;9.300000191;-0.857355297;1;0;0;20220;1499380;0.4242827;0;1;117
NM;32;22;0;0;-4.313202858;6.820000172;8.300000191;-0.853640199;0;1;0;20093;1500510;0.425861865;0;1;117
NM;32;23;0;0;-4.290358543;6.820000172;7.699999809;-0.859285951;0;1;0;20576;1501640;0.423464358;0;1;117
NM;32;24;0;0;-4.305563927;6.820000172;7.099999905;-0.856350064;0;1;0;20284;1502771;0.424709409;0;1;117
NM;32;25;0;0;-4.315933228;6.610000134;6.800000191;-0.846795321;0;0;1;20093;1503901;0.428786874;0;1;117
NM;32;26;0;0;-4.315104485;6.610000134;6.599999905;-0.838674963;0;0;1;20134;1505241;0.432282925;0;1;117
NM;32;27;0;0;-4.297665119;6.610000134;6.5;-0.852155685;0;0;1;20513;1506582;0.426494539;0;1;117
NM;32;28;0;0;-4.313111782;6.610000134;7.599999905;-0.869649053;0;0;0;20223;1507922;0.419098586;0;1;117
NM;32;29;0;0;-4.304673195;6.610000134;6.900000095;-0.856543183;0;0;0;20419;1509262;0.424627393;0;1;117
NM;32;30;0;0;-4.281305313;6.610000134;6.800000191;-0.84754324;0;0;0;20927;1510602;0.42846626;0;1;117
NM;32;31;0;0;-4.313423157;6.610000134;6.5;-0.848093867;1;0;0;20290;1511943;0.428230435;0;1;117
NM;32;32;0;0;-4.305160522;6.610000134;6.5;-0.847681642;1;0;0;20483;1513283;0.428406984;0;1;117
NM;32;33;0;0;-4.319880962;6.610000134;7.900000095;-0.840513527;1;0;0;20208;1514623;0.431488901;0;1;117
NM;32;34;0;0;-4.328783035;6.610000134;7;-0.839768052;0;1;0;20053;1515963;0.431810677;0;1;117
NM;32;35;0;0;-4.294084549;6.610000134;6.599999905;-0.846566319;0;1;0;20786;1517304;0.428885043;0;1;117
NM;32;36;0;0;-4.317270756;6.610000134;6.099999905;-0.842514694;0;1;0;20334;1518644;0.430626273;0;1;117
NM;32;37;0;0;-4.427587032;6.699999809;5.900000095;-0.832888842;0;0;1;18232;1519984;0.434791416;0;1;117
NM;32;38;0;0;-4.419306755;6.699999809;5.800000191;-0.83134824;0;0;1;18432;1522292;0.435461789;0;1;117
NM;32;39;0;0;-4.412755489;6.699999809;5.5;-0.83799237;0;0;1;18602;1524601;0.432578087;0;1;117
NM;32;40;0;0;-4.410016537;6.699999809;6.800000191;-0.855213642;0;0;0;18702;1526909;0.425192326;0;1;117
NM;32;41;0;0;-4.401680946;6.699999809;6.199999809;-0.848440945;0;0;0;18908;1529217;0.42808181;0;1;117
NM;32;42;0;0;-4.393202305;6.699999809;6.400000095;-0.844103992;0;0;0;19119;1531526;0.429942429;0;1;117
NM;32;43;0;0;-4.390181541;6.699999809;6.199999809;-0.8422032;1;0;0;19227;1533834;0.430760443;0;1;117
NM;32;44;0;0;-4.391075134;6.699999809;6.099999905;-0.842194378;1;0;0;19260;1536142;0.430764198;0;1;117
NM;32;45;0;0;-4.395606518;6.699999809;7.5;-0.839979649;1;0;0;19223;1538451;0.431719303;0;1;117
NM;32;46;0;0;-4.374559879;6.699999809;7;-0.842637241;0;1;0;19683;1540759;0.430573493;0;1;117
NM;32;47;0;0;-4.354106426;6.699999809;6.599999905;-0.846671164;0;1;0;20142;1543067;0.428840101;0;1;117
NM;32;48;0;0;-4.338940144;6.699999809;6.400000095;-0.850244939;0;1;0;20503;1545376;0.427310258;0;1;117
NM;32;49;0;0;-4.306357861;6.5;6.300000191;-0.841270685;0;0;1;21237;1547684;0.431162298;0;1;117
NM;32;50;0;0;-4.278458595;6.5;6.300000191;-0.835756481;0;0;1;21896;1550533;0.433546394;0;1;117
NM;32;51;0;0;-4.259384155;6.5;6.199999809;-0.849126279;0;0;1;22377;1553382;0.427788526;0;1;117
NM;32;52;0;0;-4.231709957;6.5;7.300000191;-0.864724517;0;0;0;23066;1556231;0.421167552;0;1;117
NM;32;53;0;0;-4.207495213;6.5;6.800000191;-0.854263544;0;0;0;23694;1559080;0.425596505;0;1;117
NM;32;54;0;0;-4.19016552;6.5;7.099999905;-0.850491107;0;0;0;24172;1561929;0.427205086;0;1;117
NM;32;55;0;0;-4.174769402;6.5;7.099999905;-0.849101663;1;0;0;24612;1564779;0.427799076;0;1;117
NM;32;56;0;0;-4.164366722;6.5;7;-0.847950876;1;0;0;24935;1567628;0.428291649;0;1;117
NM;32;57;0;0;-4.164754868;6.5;8.399999619;-0.846807063;1;0;0;24991;1570477;0.428781837;0;1;117
NM;32;58;0;0;-4.146201134;6.5;7.699999809;-0.839832723;0;1;0;25526;1573326;0.431782722;0;1;117
NM;32;59;0;0;-4.125170231;6.5;7.300000191;-0.843799293;0;1;0;26137;1576175;0.43007344;0;1;117
NM;32;60;0;0;-4.11497879;6.5;6.900000095;-0.844979942;0;1;0;26474;1579024;0.429565996;0;1;117
NM;32;61;0;0;-4.096255779;6.46999979;6.800000191;-0.83745563;0;0;1;27045;1581873;0.432810336;0;1;117
NM;32;62;0;0;-4.083220005;6.46999979;6.699999809;-0.835689187;0;0;1;27475;1584778;0.433575541;0;1;117
NM;32;63;0;0;-4.063711166;6.46999979;6.599999905;-0.845861554;0;0;1;28093;1587684;0.429187417;0;1;117
NM;32;64;0;0;-4.049849987;6.46999979;7.900000095;-0.859878123;0;0;0;28563;1590589;0.423213661;0;1;117
NM;32;65;0;0;-4.041712284;6.46999979;7.099999905;-0.850636125;0;0;0;28875;1593494;0.427143127;0;1;117
NM;32;66;0;0;-4.036020279;6.46999979;6.800000191;-0.846529961;0;0;0;29119;1596400;0.428900659;0;1;117
NM;32;67;0;0;-4.033295631;6.46999979;6.900000095;-0.844505548;1;0;0;29278;1599305;0.429769814;0;1;117
NM;32;68;0;0;-4.046999454;6.46999979;6.5;-0.846628785;1;0;0;28958;1602210;0.42885825;0;1;117
NM;32;69;0;0;-4.046331406;6.46999979;8.199999809;-0.844310462;1;0;0;29056;1605116;0.429853678;0;1;117
NM;32;70;0;0;-4.035737514;6.46999979;7.199999809;-0.841627061;0;1;0;29445;1608021;0.431008667;0;1;117
NM;32;71;0;0;-4.036200523;6.46999979;6.800000191;-0.847814858;0;1;0;29511;1610926;0.428349912;0;1;117
NM;32;72;0;0;-4.030866146;6.46999979;6.800000191;-0.851006448;0;1;0;29749;1613832;0.426984966;0;1;117
NM;32;73;0;0;-4.02372551;6.300000191;6.800000191;-0.841130197;0;0;1;30043;1616737;0.431222886;0;1;117
NM;32;74;0;0;-4.014431;6.300000191;6.699999809;-0.836876869;0;0;1;30433;1620003;0.433060914;0;1;117
NM;32;75;0;0;-4.005813122;6.300000191;6.900000095;-0.853616178;0;0;1;30807;1623269;0.425872117;0;1;117
NM;32;76;0;0;-3.999840736;6.300000191;8;-0.870844662;0;0;0;31103;1626535;0.418597817;0;1;117
NM;32;77;0;0;-3.999089718;6.300000191;7.300000191;-0.861611605;0;0;0;31238;1629800;0.422480673;0;1;117
NM;32;78;0;0;-3.995140314;6.300000191;7.699999809;-0.859014452;0;0;0;31474;1633066;0.423579335;0;1;117
NM;32;79;0;0;-4.001128197;6.300000191;7.599999905;-0.854798138;1;0;0;31398;1636332;0.425369054;0;1;117
NM;32;80;0;0;-4.005935192;6.300000191;7.699999809;-0.858313203;1;0;0;31359;1639598;0.423876464;0;1;117
NM;32;81;0;0;-4.013550758;6.300000191;9.199999809;-0.856709599;1;0;0;31232;1642864;0.424556762;0;1;117
NM;32;82;0;0;-3.994247913;6.300000191;8.399999619;-0.853126824;0;1;0;31954;1646130;0.426080555;0;1;117
NM;32;83;0;0;-3.995414019;6.300000191;8;-0.859578013;0;1;0;32030;1649395;0.423340678;0;1;117
NM;32;84;0;0;-3.991363525;6.300000191;7.599999905;-0.860188007;0;1;0;32274;1652661;0.42308253;0;1;117
NM;32;85;0;0;-3.984140158;6.179999828;7.300000191;-0.848301649;0;0;1;32623;1655927;0.428141445;0;1;117
NM;32;86;0;0;-3.977869511;6.179999828;6.900000095;-0.84752059;0;0;1;32916;1658457;0.428475976;0;1;117
NM;32;87;0;0;-3.97453928;6.179999828;6.699999809;-0.855795681;0;0;1;33114;1660987;0.424944937;0;1;117
NM;32;88;0;0;-3.969321728;6.179999828;7.699999809;-0.857755601;0;0;0;33376;1663517;0.424112886;0;1;117
NM;32;89;0;0;-3.968541861;6.179999828;6.699999809;-0.845653772;0;0;0;33491;1666047;0.429276615;0;1;117
NM;32;90;0;0;-3.960624456;6.179999828;6.699999809;-0.839187205;0;0;0;33847;1668577;0.432061583;0;1;117
NM;32;91;0;0;-3.964078188;6.179999828;6.300000191;-0.836320937;1;0;0;33820;1671108;0.433301747;0;1;117
NM;32;92;0;0;-3.973283291;6.179999828;6.300000191;-0.838151455;1;0;0;33599;1673638;0.432509303;0;1;117
NM;32;93;0;0;-3.971977949;6.179999828;7.199999809;-0.8320117;1;0;0;33732;1676168;0.435172975;0;1;117
NM;32;94;0;0;-3.961777449;6.179999828;6.400000095;-0.823952794;0;1;0;34168;1678698;0.438694149;0;1;117
NM;32;95;0;0;-3.958433867;6.179999828;6;-0.829428971;0;1;0;34373;1681228;0.436298341;0;1;117
NM;32;96;0;0;-3.956366539;6.179999828;5.699999809;-0.831375897;0;1;0;34535;1683758;0.435449749;0;1;117
NM;32;97;0;0;-3.953396082;6.789999962;5.5;-0.822829664;0;0;1;34729;1686288;0.439187139;0;1;117
NM;32;98;0;0;-3.950406075;6.789999962;5.300000191;-0.815524042;0;0;1;34906;1688369;0.442407429;0;1;117
NM;32;99;0;0;-3.953984976;6.789999962;5.400000095;-0.823191345;0;0;1;34854;1690449;0.439028323;0;1;117
NM;32;100;0;0;-3.957940817;6.789999962;6.199999809;-0.836834013;0;0;0;34789;1692530;0.433079481;0;1;117
NM;32;101;0;0;-3.965010405;6.789999962;5.599999905;-0.827260494;0;0;0;34616;1694611;0.437245488;0;1;117
NM;32;102;0;0;-3.969350576;6.789999962;5.800000191;-0.825825274;0;0;0;34538;1696691;0.437873483;0;1;117
NM;32;103;0;0;-3.978111982;6.789999962;5.800000191;-0.82762593;1;0;0;34308;1698772;0.437085718;0;1;117
NM;32;104;0;0;-3.987006903;6.789999962;5.900000095;-0.829106092;1;0;0;34075;1700853;0.436439246;0;1;117
NM;32;105;0;0;-3.989198923;6.789999962;7.099999905;-0.827976227;1;0;0;34071;1702933;0.436932623;0;1;117
NM;32;106;0;0;-3.988080502;6.789999962;6.599999905;-0.828109503;0;1;0;34180;1705014;0.436874419;0;1;117
NM;32;107;0;0;-3.990561247;6.789999962;6.400000095;-0.833344698;0;1;0;34166;1707095;0.43459326;0;1;117
NM;32;108;0;0;-3.994682789;6.789999962;6.199999809;-0.838416755;0;1;0;34096;1709175;0.432394564;0;1;117
NM;32;109;0;0;-3.99543047;6.989999771;6.400000095;-0.833162308;0;0;1;34141;1711256;0.434672534;0;1;117
NM;32;110;0;0;-3.993541479;6.989999771;6.599999905;-0.832897484;0;0;1;34245;1712797;0.434787661;0;1;117
NM;32;111;0;0;-3.997998953;6.989999771;6.900000095;-0.844228864;0;0;1;34132;1714339;0.429888725;0;1;117
NM;32;112;0;0;-3.992256641;6.989999771;8.399999619;-0.86405915;0;0;0;34368;1715880;0.421447873;0;1;117
NM;32;113;0;0;-3.994134188;6.989999771;7.800000191;-0.855930448;0;0;0;34343;1717421;0.424887657;0;1;117
NM;32;114;0;0;-4.001211643;6.989999771;8.199999809;-0.85570699;0;0;0;34140;1718962;0.424982637;0;1;117
NM;32;115;0;0;-4.010447979;6.989999771;8.199999809;-0.854609787;1;0;0;33865;1720504;0.425449163;0;1;117
NM;32;116;0;0;-4.020014286;6.989999771;8.100000381;-0.856346965;1;0;0;33581;1722045;0.424710751;0;1;117
NM;32;117;0;0;-4.029383659;6.989999771;9.800000191;-0.854972899;1;0;0;33306;1723586;0.425294697;0;1;117
NY;33;1;0;0;-3.894160509;4.21999979;5.699999809;-0.814244211;0;0;1;363818;17868848;0.442974001;0;1;117
NY;33;2;0;0;-3.90496254;4.21999979;5.5;-0.8132056;0;0;1;359993;17874886;0.443434328;0;1;117
NY;33;3;0;0;-3.903824329;4.21999979;5.400000095;-0.811993599;0;0;1;360487;17880924;0.443972081;0;1;117
NY;33;4;0;0;-3.910748243;4.21999979;6.099999905;-0.818667293;0;0;0;358083;17886964;0.441018999;0;1;117
NY;33;5;0;0;-3.914363146;4.21999979;5.800000191;-0.815965533;0;0;0;356874;17893002;0.442212164;0;1;117
NY;33;6;0;0;-3.906952858;4.21999979;5.400000095;-0.810011983;0;0;0;359612;17899040;0.44485274;0;1;117
NY;33;7;0;0;-3.915512323;4.21999979;4.800000191;-0.806456864;1;0;0;356630;17905080;0.446437031;0;1;117
NY;33;8;0;0;-3.923205614;4.21999979;4.699999809;-0.805265844;1;0;0;353979;17911116;0.446969092;0;1;117
NY;33;9;0;0;-3.925072193;4.21999979;4.699999809;-0.784549534;1;0;0;353401;17917156;0.456325203;0;1;117
